OTU,kingdom,phylum,class,order,family,genus,species
OTU4206,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU4207,Bacteria,Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_Myxococcales_bacterium_g__P3OB-42
OTU4208,Bacteria,Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__unclassified_o__Streptosporangiales,g__unclassified_o__Streptosporangiales,s__unclassified_o__Streptosporangiales
OTU4209,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__unclassified_g__Chthoniobacter
OTU421,Bacteria,Firmicutes,c__Bacilli,o__Alicyclobacillales,f__Alicyclobacillaceae,g__Tumebacillus,s__unclassified_g__Tumebacillus
OTU4210,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU4212,Bacteria,Planctomycetota,c__Planctomycetes,o__norank_c__Planctomycetes,f__norank_o__norank_c__Planctomycetes,g__norank_f__norank_o__norank_c__Planctomycetes,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Planctomycetes
OTU4213,Bacteria,Planctomycetota,c__Planctomycetes,o__norank_c__Planctomycetes,f__norank_o__norank_c__Planctomycetes,g__norank_f__norank_o__norank_c__Planctomycetes,s__unclassified_g__norank_f__norank_o__norank_c__Planctomycetes
OTU4214,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU4215,Bacteria,Myxococcota,c__Myxococcia,o__Myxococcales,f__Vulgatibacteraceae,g__Vulgatibacter,s__unclassified_g__Vulgatibacter
OTU4216,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__uncultured_bacterium_g__norank_f__AKYG1722
OTU4217,Bacteria,SAR324_cladeMarine_group_B,c__norank_p__SAR324_cladeMarine_group_B,o__norank_c__norank_p__SAR324_cladeMarine_group_B,f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B
OTU4218,Bacteria,Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Longispora,s__uncultured_bacterium_g__Longispora
OTU4219,Bacteria,Armatimonadota,c__norank_p__Armatimonadota,o__norank_c__norank_p__Armatimonadota,f__norank_o__norank_c__norank_p__Armatimonadota,g__norank_f__norank_o__norank_c__norank_p__Armatimonadota,s__unclassified_g__norank_f__norank_o__norank_c__norank_p__Armatimonadota
OTU422,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU4220,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter
OTU4221,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU4222,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU4223,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__unclassified_g__norank_f__JG30-KF-CM45
OTU4225,Bacteria,Actinobacteriota,c__Actinobacteria,o__0319-7L14,f__norank_o__0319-7L14,g__norank_f__norank_o__0319-7L14,s__uncultured_bacterium_g__norank_f__norank_o__0319-7L14
OTU4226,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU4227,Bacteria,Actinobacteriota,c__MB-A2-108,o__norank_c__MB-A2-108,f__norank_o__norank_c__MB-A2-108,g__norank_f__norank_o__norank_c__MB-A2-108,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__MB-A2-108
OTU4228,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Acidibacter,s__uncultured_bacterium_g__Acidibacter
OTU4229,Bacteria,Actinobacteriota,c__Actinobacteria,o__unclassified_c__Actinobacteria,f__unclassified_c__Actinobacteria,g__unclassified_c__Actinobacteria,s__unclassified_c__Actinobacteria
OTU423,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter
OTU4230,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU4231,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__uncultured_bacterium_g__norank_f__Vermiphilaceae
OTU4232,Bacteria,Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__norank_o__Chloroplast,g__norank_f__norank_o__Chloroplast,s__uncultured_Chroococcidiopsis_sp._g__norank
OTU4233,Bacteria,Gemmatimonadota,c__AKAU4049,o__norank_c__AKAU4049,f__norank_o__norank_c__AKAU4049,g__norank_f__norank_o__norank_c__AKAU4049,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__AKAU4049
OTU4234,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__norank_o__Candidatus_Nomurabacteria,g__norank_f__norank_o__Candidatus_Nomurabacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Nomurabacteria
OTU4235,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__norank_o__Chthonomonadales,g__norank_f__norank_o__Chthonomonadales,s__uncultured_bacterium_g__norank_f__norank_o__Chthonomonadales
OTU4236,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__UBA12411,g__norank_f__UBA12411,s__unclassified_g__norank_f__UBA12411
OTU4237,Bacteria,Armatimonadota,c__Chthonomonadetes,o__Chthonomonadales,f__norank_o__Chthonomonadales,g__norank_f__norank_o__Chthonomonadales,s__uncultured_bacterium_g__norank_f__norank_o__Chthonomonadales
OTU4238,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__norank_f__Paracaedibacteraceae,s__uncultured_bacterium_g__norank_f__Paracaedibacteraceae
OTU4239,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__unclassified_g__norank_f__LWQ8
OTU424,Bacteria,Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__norank_o__Candidatus_Kerfeldbacteria,g__norank_f__norank_o__Candidatus_Kerfeldbacteria,s__unclassified_g__norank_f__norank_o__Candidatus_Kerfeldbacteria
OTU4240,Bacteria,Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Marmoricola,s__uncultured_Nocardioides_sp._g__Marmoricola
OTU4241,Bacteria,SAR324_cladeMarine_group_B,c__norank_p__SAR324_cladeMarine_group_B,o__norank_c__norank_p__SAR324_cladeMarine_group_B,f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B,s__metagenome_g__norank_f__norank_o__norank_c__norank_p__SAR324_cladeMarine_group_B
OTU4242,Bacteria,Gemmatimonadota,c__BD2-11_terrestrial_group,o__norank_c__BD2-11_terrestrial_group,f__norank_o__norank_c__BD2-11_terrestrial_group,g__norank_f__norank_o__norank_c__BD2-11_terrestrial_group,s__uncultured_soil_bacterium_g__norank_f__norank_o__norank_c__BD2-11_terrestrial_group
OTU4243,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,g__norank_f__Babeliaceae,s__uncultured_bacterium_g__norank_f__Babeliaceae
OTU4244,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__unclassified_g__OM27_clade
OTU4245,Bacteria,Acidobacteriota,c__Subgroup_5,o__norank_c__Subgroup_5,f__norank_o__norank_c__Subgroup_5,g__norank_f__norank_o__norank_c__Subgroup_5,s__uncultured_Acidobacteria_bacterium_g__norank_f__norank_o__norank_c__Subgroup_5
OTU4246,Bacteria,Elusimicrobiota,c__Lineage_IIb,o__norank_c__Lineage_IIb,f__norank_o__norank_c__Lineage_IIb,g__norank_f__norank_o__norank_c__Lineage_IIb,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Lineage_IIb
OTU4247,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__norank_f__AKYG1722,s__unclassified_g__norank_f__AKYG1722
OTU4248,Bacteria,Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__uncultured_bacterium_KF-JG30-B11
OTU4249,Bacteria,Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__unclassified_g__norank_f__norank_o__C0119
OTU425,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter
OTU4250,Bacteria,Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__norank_o__Kapabacteriales,g__norank_f__norank_o__Kapabacteriales,s__unclassified_g__norank_f__norank_o__Kapabacteriales
OTU4251,Bacteria,Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria
OTU4252,Bacteria,Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_f__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_f__norank_o__Candidatus_Kaiserbacteria
OTU4253,Bacteria,Actinobacteriota,c__Acidimicrobiia,o__unclassified_c__Acidimicrobiia,f__unclassified_c__Acidimicrobiia,g__unclassified_c__Acidimicrobiia,s__unclassified_c__Acidimicrobiia
OTU4254,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__unclassified_c__Gammaproteobacteria,f__unclassified_c__Gammaproteobacteria,g__unclassified_c__Gammaproteobacteria,s__unclassified_c__Gammaproteobacteria
OTU4255,Bacteria,Planctomycetota,c__BD7-11,o__norank_c__BD7-11,f__norank_o__norank_c__BD7-11,g__norank_f__norank_o__norank_c__BD7-11,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__BD7-11
OTU4256,Bacteria,Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank_o__Subgroup_7,g__norank_f__norank_o__Subgroup_7,s__uncultured_bacterium_g__norank_f__norank_o__Subgroup_7
OTU4257,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU4258,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter
OTU4259,Bacteria,Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__uncultured_actinobacterium_g__Pseudonocardia
OTU426,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__unclassified_g__norank_f__norank_o__Vicinamibacterales
OTU4260,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_Gemmatimonadaceae_bacterium_g__Gemmatimonas
OTU4261,Bacteria,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__unclassified_g__norank_f__Pedosphaeraceae
OTU4262,Bacteria,Armatimonadota,c__unclassified_p__Armatimonadota,o__unclassified_p__Armatimonadota,f__unclassified_p__Armatimonadota,g__unclassified_p__Armatimonadota,s__unclassified_p__Armatimonadota
OTU4263,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio
OTU4264,Bacteria,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__unclassified_o__Burkholderiales,g__unclassified_o__Burkholderiales,s__unclassified_o__Burkholderiales
OTU4265,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU4266,Bacteria,Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__unclassified_g__norank_f__Vermiphilaceae
OTU4267,Bacteria,Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__unclassified_f__Micromonosporaceae,s__unclassified_f__Micromonosporaceae
OTU4269,Bacteria,Myxococcota,c__Polyangia,o__mle1-27,f__norank_o__mle1-27,g__norank_f__norank_o__mle1-27,s__unclassified_g__norank_f__norank_o__mle1-27
OTU427,Bacteria,Gemmatimonadota,c__BD2-11_terrestrial_group,o__norank_c__BD2-11_terrestrial_group,f__norank_o__norank_c__BD2-11_terrestrial_group,g__norank_f__norank_o__norank_c__BD2-11_terrestrial_group,s__metagenome_g__norank_f__norank_o__norank_c__BD2-11_terrestrial_group
OTU4270,Bacteria,Chloroflexi,c__Ktedonobacteria,o__C0119,f__norank_o__C0119,g__norank_f__norank_o__C0119,s__uncultured_bacterium_g__norank_f__norank_o__C0119
OTU4271,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__unclassified_g__norank_f__Gemmatimonadaceae
OTU4273,Bacteria,Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__norank_f__JG30-KF-CM45,s__uncultured_bacterium_g__norank_f__JG30-KF-CM45
OTU4274,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_bacterium_g__norank_f__Gemmataceae
OTU4275,Bacteria,Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__norank_f__Sandaracinaceae,s__metagenome_g__norank_f__Sandaracinaceae
OTU4276,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU4277,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__unclassified_o__Saccharimonadales,g__unclassified_o__Saccharimonadales,s__unclassified_o__Saccharimonadales
OTU4278,Bacteria,Actinobacteriota,c__Actinobacteria,o__Streptosporangiales,f__Thermomonosporaceae,g__Actinomadura,s__Actinomadura_sp._g__Actinomadura
OTU4279,Bacteria,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__metagenome_g__OM27_clade
OTU428,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__norank_o__Vicinamibacterales,g__norank_f__norank_o__Vicinamibacterales,s__uncultured_Acidobacteriaceae_bacterium_g__norank_f__norank_o__Vicinamibacterales
OTU4280,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__unclassified_g__norank_f__norank_o__0319-6G20
OTU4281,Bacteria,Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__norank_f__Ktedonobacteraceae,s__uncultured_bacterium_g__norank_f__Ktedonobacteraceae
OTU4282,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_f__norank_o__Saccharimonadales
OTU4283,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__bacterium_enrichment_culture_clone_B1262011
OTU4284,Bacteria,Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank_o__0319-6G20,g__norank_f__norank_o__0319-6G20,s__uncultured_Syntrophobacteraceae_bacterium_g__norank
OTU4285,Bacteria,Planctomycetota,c__Pla4_lineage,o__norank_c__Pla4_lineage,f__norank_o__norank_c__Pla4_lineage,g__norank_f__norank_o__norank_c__Pla4_lineage,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__Pla4_lineage
OTU4286,Bacteria,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Lacibacter,s__uncultured_bacterium_g__Lacibacter
OTU4287,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__unclassified_f__Gemmatimonadaceae,s__unclassified_f__Gemmatimonadaceae
OTU4288,Bacteria,Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae
OTU4289,Bacteria,Chloroflexi,c__TK10,o__norank_c__TK10,f__norank_o__norank_c__TK10,g__norank_f__norank_o__norank_c__TK10,s__unclassified_g__norank_f__norank_o__norank_c__TK10
OTU429,Bacteria,Latescibacterota,c__norank_p__Latescibacterota,o__norank_c__norank_p__Latescibacterota,f__norank_o__norank_c__norank_p__Latescibacterota,g__norank_f__norank_o__norank_c__norank_p__Latescibacterota,s__uncultured_bacterium_g__norank_f__norank_o__norank_c__norank_p__Latescibacterota
OTU4290,Bacteria,Myxococcota,c__bacteriap25,o__norank_c__bacteriap25,f__norank_o__norank_c__bacteriap25,g__norank_f__norank_o__norank_c__bacteriap25,s__metagenome_g__norank_f__norank_o__norank_c__bacteriap25
OTU4291,Bacteria,Patescibacteria,c__Berkelbacteria,o__norank_c__Berkelbacteria,f__norank_o__norank_c__Berkelbacteria,g__norank_f__norank_o__norank_c__Berkelbacteria,s__metagenome_g__norank_f__norank_o__norank_c__Berkelbacteria
OTU4292,Bacteria,Chloroflexi,c__Chloroflexia,o__Kallotenuales,f__AKIW781,g__norank_f__AKIW781,s__uncultured_bacterium_g__norank_f__AKIW781
OTU4295,Bacteria,Chloroflexi,c__unclassified_p__Chloroflexi,o__unclassified_p__Chloroflexi,f__unclassified_p__Chloroflexi,g__unclassified_p__Chloroflexi,s__unclassified_p__Chloroflexi
OTU4296,Bacteria,Actinobacteriota,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Actinoplanes,s__unclassified_g__Actinoplanes
OTU4297,Bacteria,Actinobacteriota,c__Actinobacteria,o__Euzebyales,f__Euzebyaceae,g__norank_f__Euzebyaceae,s__uncultured_bacterium_g__norank_f__Euzebyaceae
OTU4298,Bacteria,Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides
OTU43,Bacteria,Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__norank_f__Sphingobacteriaceae,s__unclassified_g__norank_f__Sphingobacteriaceae
OTU430,Bacteria,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank_f__Vicinamibacteraceae,s__unclassified_g__norank_f__Vicinamibacteraceae
OTU4300,Bacteria,Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__norank_o__Candidatus_Peregrinibacteria,g__norank_f__norank_o__Candidatus_Peregrinibacteria,s__uncultured_proteobacterium_g__norank_f__norank_o__Candidatus_Peregrinibacteria
OTU4301,Bacteria,Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__possible_genus_04,s__uncultured_bacterium_g__possible_genus_04
OTU4302,Bacteria,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__unclassified_g__Haliangium
OTU4303,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__norank_f__LWQ8,s__uncultured_bacterium_g__norank_f__LWQ8
OTU4304,Bacteria,Firmicutes,c__Bacilli,o__Entomoplasmatales,f__type_III,g__norank_f__type_III,s__uncultured_Mollicutes_bacterium_g__norank
OTU4305,Bacteria,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__uncultured_bacterium_g__Sporocytophaga
OTU4306,Bacteria,Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__unclassified_g__norank_f__norank_o__Saccharimonadales
OTU4307,Bacteria,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__unclassified_g__Ohtaekwangia
OTU4308,Bacteria,unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria
OTU4310,Bacteria,Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__norank_f__Roseiflexaceae,s__uncultured_bacterium_g__norank_f__Roseiflexaceae
OTU4311,Bacteria,Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__unclassified_g__Paenibacillus
OTU4312,Bacteria,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae
OTU4313,Bacteria,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__unclassified_f__Gemmatimonadaceae,s__unclassified_f__Gemmatimonadaceae
OTU4314,Bacteria,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Phormidiaceae,g__Trichocoleus_SAG_26.92,s__uncultured_bacterium_g__Trichocoleus_SAG_26.92
OTU4315,Bacteria,Acidobacteriota,c__Blastocatellia,o__11-24,f__norank_o__11-24,g__norank_f__norank_o__11-24,s__unclassified_g__norank_f__norank_o__11-24
